"OTU","Sample","Abundance","Kingdom","Phylum"
"183d7a6a20b38695342d58bce245f3be","S00PP-0025",0.144061081898725,"teria","rochaetota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0017",0.140413581822824,"teria","teobacteria"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0017",0.136932253347878,"teria","ulfobacterota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0018",0.134108929978375,"haea","rmoplasmatota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0024",0.13379773180988,"haea","yarchaeota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0018",0.130756206728916,"teria","rochaetota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0025",0.128214362889865,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0024",0.125302637726713,"teria","pilobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0019",0.121009663729484,"teria","rochaetota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0028",0.116834473042164,"teria","nobacteria"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0019",0.107374772041655,"teria","pilobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0014",0.107133946785248,"haea","yarchaeota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0012",0.101782375079887,"teria","simicrobiota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0004",0.0987182549160099,"haea","yarchaeota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0028",0.0893440087969486,"haea","rmoplasmatota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0014",0.0836525337912209,"teria","ulfobacterota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0012",0.0828461192510711,"teria","inobacteriota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0023",0.0806414093637083,"haea","yarchaeota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0010",0.0790513833992095,"teria","simicrobiota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0007",0.0772981329527887,"haea","yarchaeota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0008",0.0764414676761794,"teria","simicrobiota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0008",0.0728013977868375,"haea","yarchaeota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0013",0.0718698129673677,"haea","rmoplasmatota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0016",0.0715469854288456,"teria","ulfobacterota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0007",0.0713521227256511,"teria","simicrobiota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0002",0.0709875524152277,"haea","yarchaeota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0016",0.0698019370037519,"teria","pilobacterota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0022",0.0697789884730479,"teria","pilobacterota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0029",0.0680706232716443,"haea","yarchaeota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0010",0.0658761528326746,"teria","ulfobacterota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0005",0.0639263568369239,"teria","nobacteria"
"ef26904830b91caa86a460c041c77fd4","S00PP-0014",0.0631062974214473,"teria","rucomicrobiota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0011",0.0626590953593107,"teria","ulfobacterota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0015",0.0618661067471551,"teria","rochaetota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0013",0.0564691387600746,"teria","rucomicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0001",0.0554536535426353,"teria","simicrobiota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0011",0.0548267084393969,"teria","rochaetota"
"36b0b251d44111826aa72760204004f9","S00PP-0007",0.0535140920442383,"teria","erribacterota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0001",0.0511879878855095,"teria","ulfobacterota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0001",0.048344210780759,"teria","rucomicrobiota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0030",0.0478460420690755,"teria","inobacteriota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0011",0.0469943215194831,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0024",0.0467230174574183,"teria","rucomicrobiota"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0013",0.0462020226218792,"teria","ulfobacterota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0006",0.044718052677866,"haea","rmoplasmatota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0026",0.0431034482758621,"teria","inobacteriota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0013",0.0427796505758141,"haea","yarchaeota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0004",0.0413979778680041,"teria","inobacteriota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0010",0.0395256916996047,"teria","pilobacterota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0008",0.0382207338380897,"haea","rmoplasmatota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0009",0.0373817801203693,"teria","rucomicrobiota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0014",0.0366897078031671,"haea","rmoplasmatota"
"9aa3baf0e1ca0d9f7c5b119e42c52153","S00PP-0005",0.0340940569796927,"teria","pilobacterota"
"36b0b251d44111826aa72760204004f9","S00PP-0020",0.0325197031142398,"teria","erribacterota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0014",0.032286942866787,"teria","inobacteriota"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0005",0.0319631784184619,"teria","teobacteria"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0010",0.0307422046552481,"teria","inobacteriota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0007",0.029730051135688,"teria","inobacteriota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0007",0.029730051135688,"teria","rucomicrobiota"
"183d7a6a20b38695342d58bce245f3be","S00PP-0008",0.029120559114735,"teria","rochaetota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0015",0.0281209576123432,"teria","rucomicrobiota"
"36b0b251d44111826aa72760204004f9","S00PP-0028",0.0274904642452149,"teria","erribacterota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0011",0.0274133542196985,"teria","inobacteriota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0020",0.0267809319764328,"haea","yarchaeota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0021",0.0261692915259076,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0025",0.0244903839227833,"teria","rucomicrobiota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0017",0.0243692993246223,"teria","rucomicrobiota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0010",0.0241545893719807,"haea","yarchaeota"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0029",0.0233992767496277,"teria","nobacteria"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0025",0.023049773103796,"teria","inobacteriota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0021",0.0214112385211971,"haea","rmoplasmatota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0030",0.0212649075862558,"haea","rmoplasmatota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0009",0.0205599790662031,"teria","inobacteriota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0009",0.0205599790662031,"haea","yarchaeota"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0019",0.0204523375317437,"haea","rmoplasmatota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0018",0.0201163394967562,"teria","inobacteriota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0001",0.0199064397332537,"teria","inobacteriota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0012",0.0189362558288162,"teria","rucomicrobiota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0017",0.0185670851997122,"teria","inobacteriota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0002",0.0181596064318024,"teria","rucomicrobiota"
"54990f8a1d19297ca852c5f1a8077299","S00PP-0005",0.0170470284898464,"teria","inobacteriota"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0019",0.0170436146097864,"haea","yarchaeota"
"ef26904830b91caa86a460c041c77fd4","S00PP-0019",0.0170436146097864,"teria","rucomicrobiota"
"ae71c2e538a51e571a12a1d35ecb3975","S00PP-0024",0.0169901881663339,"teria","simicrobiota"
"0ed4ba32ebfb689312a43dd1d7ed8184","S00PP-0001",0.0156407740761279,"teria","escibacteria"
