"OTU","Sample","Abundance","Kingdom","Phylum","Class","Order"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0028",0,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0015",0,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0029",0,"teria","micutes","ativicutes","llonellales-Selenomonadales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0002",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0012",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0003",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0027",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0005",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0026",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0004",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0023",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0017",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0009",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0025",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0016",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0001",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0029",0,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales"
